appeal_district,trial_district,offence,sentence,no_complainant,no_male_complainant,no_female_complainant,no_appealant,no_male_appealant,no_female_appealant,no_public_witness,no_eye_witness,no_defense_witness,scn_decision
Missing,South-West,Theft,Appeal_granted,-1,-1,-1,-1,-1,-1,-1,0,0,Granted
South-South,South-West,Civil_petition,Payment_damages,-1,-1,-1,-1,-1,-1,-1,0,0,Dismissed
South-West,Missing,Dispute,Appeal_granted,-1,-1,-1,-1,-1,-1,-1,0,0,Granted
Missing,South-West,Armed_robbery,Death,-1,-1,-1,1,1,-1,2,2,0,Dismissed
Missing,South-West,Theft,Prison_term,-1,-1,-1,1,1,-1,2,2,0,Dismissed
Missing,South-West,Theft,Appeal_granted,-1,-1,-1,1,1,-1,0,0,0,Dismissed
Missing,South-West,Civil_petition,Appeal_granted,-1,-1,-1,9,-1,-1,-1,0,0,Dismissed
Missing,South-West,Trespassing,Payment_damages,-1,-1,-1,1,1,-1,-1,0,0,Dismissed
Missing,South-West,Theft,Payment_damages,-1,-1,-1,-1,-1,-1,-1,0,0,Granted
Missing,Missing,Others,Payment_damages,-1,-1,-1,1,-1,-1,-1,0,0,Dismissed
Missing,Missing,Theft,Appeal_granted,-1,-1,-1,1,-1,-1,-1,0,0,Granted
Missing,South-West,Libel,Appeal_granted,-1,-1,-1,1,-1,-1,-1,0,0,Dismissed
Missing,South-West,Theft,Appeal_granted,-1,-1,-1,-1,-1,-1,-1,0,0,Granted
South-West,South-West,Murder_manslaughter,Prison_term,-1,-1,-1,1,1,-1,8,0,0,Granted
Missing,Missing,Armed_robbery,Prison_term,-1,-1,-1,1,1,0,3,0,0,Dismissed
South-West,Missing,Armed_robbery,Death,-1,-1,-1,1,1,0,5,0,0,Dismissed
South-West,Missing,Armed_robbery,Death,-1,-1,-1,4,-1,0,0,0,0,Dismissed
South-West,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,0,0,Dismissed
South-West,Missing,Theft,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
South-West,Missing,Curroption_abuse_office,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
South-West,Missing,Murder_manslaughter,Prison_term_fine,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,South-West,Theft,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
South-West,South-West,Civil_petition,Payment_damages,-1,-1,-1,3,-1,-1,0,0,0,Dismissed
Missing,Missing,Civil_petition,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,South-West,Armed_robbery,Prison_term,-1,-1,-1,2,-1,-1,0,0,0,Dismissed
Missing,South-West,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,0,0,0,Dismissed
South-West,Missing,Theft,Appeal_granted,-1,-1,-1,1,1,-1,0,0,0,Granted
Missing,South-West,Others,Appeal_granted,-1,-1,-1,1,1,-1,0,0,0,Granted
South-East,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,0,0,Granted
Missing,Missing,Civil_petition,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Civil_petition,Payment_damages,-1,-1,-1,3,-1,-1,0,0,0,Dismissed
Missing,South-West,Civil_petition,Appeal_granted,-1,-1,-1,1,1,-1,0,0,0,Granted
South-West,South-West,Theft,Appeal_granted,-1,-1,-1,1,-1,-1,0,0,0,Granted
Missing,Missing,Armed_robbery,Prison_term,-1,-1,-1,1,1,-1,0,0,0,Dismissed
Missing,South-South,Murder_manslaughter,Prison_term,-1,-1,-1,1,1,-1,1,0,0,Granted
Missing,South-West,Theft,Appeal_granted,-1,-1,-1,-1,-1,-1,2,0,0,Dismissed
South-West,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,-1,0,0,Granted
South-West,Missing,Theft,Payment_damages,-1,-1,-1,1,1,-1,2,0,0,Dismissed
South-West,South-West,Murder_manslaughter,Death,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-West,Armed_robbery,Prison_term,-1,-1,-1,1,1,-1,0,0,0,Granted
Missing,South-West,Murder_manslaughter,Death,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-West,Theft,Appeal_granted,-1,-1,-1,1,-1,-1,0,0,0,Granted
Missing,South-West,Theft,Appeal_granted,-1,-1,-1,1,1,-1,0,0,0,Granted
Missing,South-West,Murder_manslaughter,Prison_term,-1,-1,-1,1,1,-1,0,0,0,Granted
South-West,Missing,Armed_robbery,Death,-1,-1,-1,1,1,-1,0,0,0,Dismissed
South-West,South-West,Armed_robbery,Prison_term,-1,-1,-1,1,1,-1,3,0,0,Dismissed
Missing,Missing,Court_order_violation,Appeal_granted,-1,-1,-1,1,1,-1,0,0,0,Granted
South-South,South-West,Unlawful_possession,Appeal_granted,-1,-1,-1,1,1,-1,0,0,0,Dismissed
North-West,North-West,Armed_robbery,Prison_term,-1,-1,-1,1,1,-1,0,0,0,Dismissed
South-South,South-South,Civil_petition,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
South-West,Missing,Armed_robbery,Prison_term,-1,-1,-1,1,1,-1,3,-1,0,Dismissed
Missing,South-West,Claim_for_recovery,Appeal_granted,-1,-1,-1,1,1,-1,0,0,0,Granted
North-Central,North-Central,Dispute,Payment_damages,-1,-1,-1,1,1,-1,0,0,0,Dismissed
Missing,South-South,Theft,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-East,Theft,Appeal_dismissed,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-South,South-South,Others,Prison_term,2,2,0,1,1,-1,0,0,0,Dismissed
Missing,South-West,Court_order_violation,Prison_term,-1,-1,-1,1,1,-1,0,0,0,Granted
North-Central,North-Central,Unlawful_possession,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,South-South,Unlawful_possession,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,South-West,Civil_petition,Appeal_granted,-1,-1,-1,1,1,0,0,0,0,Granted
Missing,Missing,Theft,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-West,South-West,Civil_petition,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-West,Civil_petition,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-West,Theft,Prison_term,-1,-1,-1,1,1,0,1,0,0,Granted
Missing,Missing,Unlawful_possession,Payment_damages,-1,-1,-1,1,1,-1,0,0,0,Dismissed
Missing,Missing,Murder_manslaughter,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,North-Central,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,South-West,Armed_robbery,Death,-1,-1,-1,1,1,0,1,0,0,Dismissed
South-West,South-West,Armed_robbery,Appeal_granted,-1,-1,-1,1,1,0,0,0,0,Granted
Missing,Missing,Armed_robbery,Death,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,South-West,Civil_petition,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
South-West,South-West,Murder_manslaughter,Death,-1,-1,-1,1,1,0,4,0,0,Dismissed
Missing,South-East,Unlawful_possession,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,Missing,Unlawful_possession,Appeal_granted,-1,-1,-1,1,1,0,0,0,0,Granted
Missing,FCT,Civil_petition,Appeal_granted,-1,-1,-1,1,1,0,0,0,0,Granted
Missing,South-West,Unlawful_possession,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,South-West,Unlawful_possession,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,Missing,Others,Appeal_granted,-1,-1,-1,3,-1,-1,0,0,0,Granted
Missing,South-West,Unlawful_possession,Appeal_granted,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,South-West,Conspiracy,Prison_term,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,South-West,Unlawful_termination_appointment,Appeal_granted,-1,-1,-1,1,-1,-1,0,0,0,Granted
Missing,South-West,Unlawful_possession,Payment_damages,-1,-1,-1,1,1,0,0,0,-1,Dismissed
Missing,Missing,Claim_for_recovery,Appeal_granted,-1,-1,-1,1,1,0,0,0,0,Dismissed
South-South,Missing,Unlawful_possession,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,South-West,Unlawful_possession,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,North-West,Unlawful_possession,Appeal_granted,-1,-1,-1,1,1,0,0,0,0,Granted
Missing,Missing,Human_rights_violation,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,South-East,Civil_petition,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,Missing,Human_rights_violation,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,Missing,Human_rights_violation,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Others,Payment_damages,-1,-1,-1,1,1,-1,0,0,0,Dismissed
Missing,Missing,Human_rights_violation,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,North-East,Theft,Appeal_granted,-1,-1,-1,3,-1,-1,0,0,0,Granted
Missing,Missing,Human_rights_violation,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,Missing,Dispute,Appeal_granted,-1,-1,-1,6,-1,-1,0,0,0,Granted
Missing,Missing,Dispute,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,Missing,Others,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Granted
Missing,Missing,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-South,Missing,Unlawful_possession,Appeal_granted,-1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Unlawful_possession,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Civil_petition,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Granted
South-West,Missing,Unlawful_possession,Appeal_granted,-1,-1,-1,1,-1,-1,0,0,0,Granted
Missing,Missing,Others,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-West,Unlawful_possession,Appeal_granted,-1,-1,-1,1,1,0,0,0,0,Granted
Missing,Missing,Unlawful_termination_appointment,Appeal_granted,-1,-1,-1,1,1,0,0,0,0,Granted
Missing,Missing,Others,Missing,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,Missing,Others,Appeal_granted,-1,-1,-1,1,1,0,0,0,0,Granted
Missing,Missing,Dispute,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Dispute,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Civil_petition,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,North-West,Murder_manslaughter,Prison_term,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,Missing,Others,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,Missing,Others,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Granted
South-West,Missing,Others,Appeal_granted,-1,-1,-1,1,-1,-1,0,0,0,Granted
Missing,South-West,Law_of_tort,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-West,Dispute,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,South-West,Others,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,Missing,Others,Payment_damages,-1,-1,-1,2,-1,-1,0,0,0,Dismissed
Missing,Missing,Others,Missing,-1,-1,-1,3,-1,-1,0,0,0,Granted
North-West,South-West,Civil_petition,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Others,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-West,South-West,Human_rights_violation,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-West,South-West,Theft,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,North-East,Others,Appeal_granted,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,South-West,Fraud_impersonation,Prison_term,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,South-West,Others,Missing,-1,-1,-1,1,1,0,0,0,0,Granted
Missing,Missing,Others,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Others,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Others,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-West,Others,Appeal_granted,-1,-1,-1,1,-1,-1,0,0,0,Granted
Missing,Missing,Dispute,Appeal_granted,-1,-1,-1,1,-1,-1,0,0,0,Granted
Missing,Missing,Dispute,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,South-South,Claim_for_recovery,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,South-West,Libel,Prison_term,-1,-1,-1,1,-1,-1,0,0,0,Granted
Missing,South-East,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,0,0,0,Dismissed
Missing,South-West,Others,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,Missing,Claim_for_recovery,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-West,Dispute,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,South-South,Court_order_violation,Prison_term,-1,-1,-1,1,1,-1,0,0,0,Granted
South-South,South-South,Human_rights_violation,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
South-East,Missing,Human_rights_violation,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-South,Theft,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-West,South-West,Theft,Appeal_granted,-1,-1,-1,4,-1,-1,0,0,0,Granted
Missing,South-West,Others,Missing,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,South-West,Claim_for_recovery,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,South-West,Unlawful_possession,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,South-West,Unlawful_possession,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,Missing,Murder_manslaughter,Prison_term,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-South,Theft,Payment_damages,-1,-1,-1,4,-1,-1,0,0,0,Dismissed
South-East,South-East,Civil_petition,Appeal_granted,-1,-1,-1,1,1,-1,0,0,0,Granted
Missing,North-Central,Civil_petition,Payment_damages,-1,-1,-1,1,1,-1,0,0,0,Dismissed
Missing,South-South,Human_rights_violation,Payment_damages,-1,-1,-1,1,1,-1,0,0,0,Dismissed
Missing,South-West,Law_of_tort,Payment_damages,-1,-1,-1,2,-1,-1,0,0,0,Granted
Missing,Missing,Unlawful_possession,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-East,Missing,Others,Appeal_granted,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
North-West,Missing,Theft,Appeal_granted,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,Missing,Civil_petition,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,South-South,Unlawful_possession,Appeal_granted,-1,-1,-1,1,1,-1,0,0,0,Granted
Missing,Missing,Human_rights_violation,Payment_damages,-1,-1,-1,1,1,-1,0,0,10,Dismissed
South-East,South-East,Murder_manslaughter,Prison_term,-1,-1,-1,-1,-1,-1,1,5,0,Dismissed
Missing,South-East,Trespassing,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-South,Murder_manslaughter,Prison_term,-1,-1,-1,1,1,-1,2,5,0,Dismissed
South-West,South-West,Theft,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
South-West,Missing,Theft,Appeal_granted,-1,-1,-1,1,-1,-1,0,0,0,Granted
South-South,Missing,Trespassing,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Granted
Missing,South-West,Claim_for_recovery,Appeal_granted,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,South-West,Theft,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Granted
South-West,Missing,Armed_robbery,Death,-1,-1,-1,1,1,-1,0,0,0,Dismissed
South-West,South-West,Dispute,Appeal_granted,-1,-1,-1,2,-1,-1,0,0,0,Dismissed
South-West,South-West,Dispute,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-South,Missing,Unlawful_termination_appointment,Payment_damages,-1,-1,-1,1,1,-1,0,0,0,Dismissed
Missing,Missing,Theft,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,Missing,Unlawful_possession,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
FCT,Missing,Civil_petition,Payment_damages,-1,-1,-1,1,1,-1,0,0,0,Dismissed
South-South,Missing,Dispute,Appeal_granted,-1,-1,-1,1,1,-1,0,0,0,Dismissed
Missing,South-West,Trespassing,Payment_damages,-1,-1,-1,1,1,-1,0,0,0,Granted
Missing,Missing,Unlawful_termination_appointment,Payment_damages,-1,-1,-1,1,1,-1,0,0,0,Dismissed
Missing,Missing,Law_of_tort,Payment_damages,-1,-1,-1,1,1,-1,0,0,0,Dismissed
Missing,Missing,Law_of_tort,Payment_damages,-1,-1,-1,1,1,-1,0,0,0,Dismissed
South-East,Missing,Trespassing,Payment_damages,-1,-1,-1,1,1,-1,0,0,0,Dismissed
South-East,Missing,Trespassing,Payment_damages,-1,-1,-1,1,1,-1,0,0,0,Dismissed
Missing,South-East,Murder_manslaughter,Death,-1,-1,-1,1,-1,-1,7,0,0,Dismissed
North-West,Missing,Armed_robbery,Death,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
FCT,South-South,Dispute,Missing,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,Missing,Murder_manslaughter,Prison_term,-1,-1,-1,1,1,-1,0,0,0,Dismissed
Missing,Missing,Others,Payment_damages,-1,-1,-1,1,1,-1,0,0,0,Dismissed
Missing,South-East,Others,Payment_damages,-1,-1,-1,1,1,-1,0,0,0,Dismissed
Missing,Missing,Others,Appeal_granted,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,South-West,Unlawful_possession,Appeal_granted,-1,-1,-1,1,1,-1,0,0,0,Granted
Missing,South-South,Libel,Appeal_granted,-1,-1,-1,2,1,-1,0,0,0,Dismissed
Missing,Missing,Unlawful_termination_appointment,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,0,0,0,Dismissed
South-West,Missing,Fraud_impersonation,Prison_term,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
South-East,South-East,Theft,Appeal_granted,-1,-1,-1,1,1,-1,0,0,0,Granted
Missing,Missing,Others,Appeal_granted,-1,-1,-1,1,-1,-1,0,0,0,Granted
Missing,South-West,Claim_for_recovery,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,Missing,Others,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
North-West,Missing,Theft,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
FCT,Missing,Rape_sexual_abuse,Prison_term,1,1,1,1,1,-1,0,0,0,Dismissed
FCT,North-Central,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,0,0,0,Dismissed
Missing,North-Central,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,6,5,0,Dismissed
FCT,North-Central,Murder_manslaughter,Death,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,South-East,Murder_manslaughter,Prison_term,-1,-1,-1,1,1,-1,0,0,0,Granted
South-South,South-South,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,0,0,0,Granted
Missing,South-South,Theft,Prison_term,-1,-1,-1,2,-1,-1,0,0,0,Dismissed
Missing,South-South,Theft,Appeal_granted,-1,-1,-1,1,1,-1,0,0,0,Granted
Missing,South-South,Theft,Appeal_granted,-1,-1,-1,1,1,-1,0,0,0,Dismissed
Missing,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,0,0,0,Dismissed
Missing,South-South,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,0,0,0,Dismissed
South-South,South-South,Murder_manslaughter,Prison_term,-1,-1,-1,2,-1,-1,0,0,0,Dismissed
Missing,South-South,Trespassing,Payment_damages,-1,-1,-1,1,1,-1,0,0,0,Granted
Missing,Missing,Theft,Appeal_granted,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
South-West,South-West,Civil_petition,Appeal_granted,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,South-South,Law_of_tort,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,South-South,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,0,0,0,Dismissed
Missing,South-West,Theft,Prison_term,-1,-1,-1,1,1,-1,0,0,0,Dismissed
South-West,South-West,Trespassing,Payment_damages,-1,-1,-1,1,1,-1,0,0,0,Dismissed
Missing,Missing,Theft,Prison_term,-1,-1,-1,2,2,0,0,0,0,Granted
South-East,Missing,Theft,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
South-West,Missing,Trespassing,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
South-West,Missing,Theft,Payment_damages,-1,-1,-1,1,1,-1,0,0,0,Dismissed
South-South,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,0,0,0,Granted
Missing,Missing,Theft,Appeal_granted,-1,-1,-1,1,-1,-1,0,0,0,Granted
South-West,South-West,Unlawful_possession,Appeal_granted,-1,-1,-1,1,-1,-1,0,0,0,Granted
Missing,Missing,Trespassing,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Missing,Missing,Human_rights_violation,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
FCT,Missing,Conspiracy,Prison_term,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,Missing,Theft,Appeal_granted,-1,-1,-1,1,-1,-1,0,0,0,Granted
South-West,South-West,Trespassing,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,South-West,Theft,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,Missing,Theft,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Granted
Missing,Missing,Theft,Appeal_granted,-1,-1,-1,1,1,-1,0,0,0,Granted
FCT,South-West,Claim_for_recovery,Payment_damages,-1,-1,-1,1,1,-1,0,0,0,Granted
Missing,South-West,Law_of_tort,Payment_damages,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Missing,Missing,Trespassing,Payment_damages,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Missing,North-West,Armed_robbery,Prison_term,-1,-1,-1,2,2,0,0,0,0,Granted
Missing,South-West,Civil_petition,Missing,-1,-1,-1,3,3,0,0,0,0,Dismissed
South-West,South-West,Dispute,Appeal_granted,-1,-1,-1,1,1,0,0,0,0,Granted
Missing,South-West,Human_rights_violation,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Granted
Missing,South-West,Armed_robbery,Death,-1,-1,-1,3,3,0,0,0,0,Dismissed
Missing,South-South,Armed_robbery,Death,-1,-1,-1,2,2,0,5,0,0,Dismissed
Missing,Missing,Unlawful_termination_appointment,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,Missing,Others,Appeal_granted,-1,-1,-1,1,1,0,0,0,0,Dismissed
South-West,South-West,Theft,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,Missing,Theft,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Granted
Missing,Missing,Theft,Appeal_granted,-1,-1,-1,1,1,0,0,0,0,Granted
South-West,Missing,Civil_petition,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
North-Central,North-East,Unlawful_termination_appointment,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,South-West,Trespassing,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,North-Central,Others,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
South-West,South-West,Armed_robbery,Death,-1,-1,-1,4,4,0,0,0,0,Dismissed
South-West,South-West,Others,Payment_damages,-1,-1,-1,2,2,0,0,0,0,Dismissed
South-West,South-West,Theft,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
South-West,South-West,Theft,Prison_term,-1,-1,-1,1,1,0,18,0,0,Dismissed
Missing,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,Missing,Theft,Appeal_granted,-1,-1,-1,1,1,0,0,0,0,Dismissed
South-West,South-West,Trespassing,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,South-West,Theft,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
South-West,Missing,Law_of_tort,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,Missing,Rape_sexual_abuse,Prison_term,-1,-1,-1,2,2,0,5,0,1,Granted
Missing,Missing,Civil_petition,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,Missing,Others,Appeal_granted,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,Missing,Murder_manslaughter,Prison_term,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,Missing,Theft,Appeal_granted,-1,-1,-1,1,1,0,0,0,0,Granted
Missing,Missing,Theft,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,Missing,Trespassing,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,Missing,Trespassing,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Dismissed
Missing,South-South,Others,Payment_damages,-1,-1,-1,1,1,0,0,0,0,Granted
South-South,Missing,Theft,Appeal_granted,-1,-1,-1,1,1,0,0,0,0,Granted
Missing,South-South,Theft,Prison_term,0,0,0,1,1,0,0,0,0,Dismissed
Missing,South-West,Armed_robbery,Prison_term,0,0,0,1,1,0,3,0,0,Dismissed
South-East,South-East,Murder_manslaughter,Death,0,0,0,1,1,0,0,0,0,Dismissed
Missing,FCT,Others,Payment_damages,0,0,0,1,1,0,0,0,0,Dismissed
Missing,South-South,Trespassing,Payment_damages,0,0,0,2,2,0,1,3,0,Granted
Missing,South-West,Dispute,Payment_damages,0,0,0,3,3,0,0,0,0,Dismissed
Missing,South-West,Civil_petition,Missing,0,0,0,2,2,0,0,0,0,Granted
Missing,South-West,Dispute,Payment_damages,0,0,0,0,1,0,0,0,0,Dismissed
Missing,South-West,Murder_manslaughter,Prison_term,-1,-1,-1,1,1,0,2,0,0,Dismissed
South-East,South-South,Missing,Missing,0,0,0,1,1,0,0,0,0,Granted
Missing,South-South,Missing,Missing,0,0,0,1,1,0,0,0,0,Granted
Missing,South-East,Missing,Missing,0,0,0,1,1,0,1,0,0,Dismissed
South-South,South-East,Murder_manslaughter,Death,0,0,0,1,1,0,7,0,0,Dismissed
Missing,South-South,Murder_manslaughter,Death,0,0,0,1,1,0,2,0,0,Dismissed
Missing,North-West,Trespassing,Missing,0,0,0,1,-1,1,0,0,3,Granted
